,site,date,stars,title,text,location
3281,www.godaddy.com,2022-11-21T03:19:48.000Z,5,The GODaddy representative was patient and proficient,"The GODaddy representative was professional, patient, and helped me zero in on the issue with my GoDaddy domain.",US
3282,www.godaddy.com,2022-11-21T03:06:48.000Z,5,GODADDY tech support,"Jordan, my CS rep, was patient and took his time with me to set up a new outlook email, a new signature line, and auto-renew.  It IMPOSSIBLE to get anybody on tech support with  MS office, so GODADDY provides step by step help.",US
3283,www.godaddy.com,2022-11-21T02:22:29.000Z,5,Call Tech Support Web Design,Joanne at GoDaddy did everything I needed and left notes so that when I finished- her plan seemlessly went into action. 🔥,US
3284,www.godaddy.com,2022-11-21T02:21:11.000Z,5,Michael was the star today!,"Michael was both technically expert, but attentive to listen to me as to tge problems we were experiencing with our site. He examined our csll log to GD, and our services, found that there were several significant gaps that led to our site being redirected despite paying top dollar for ssl 5 protective services on both sites involved, and helped me unravel the mirad of issues requiring immediate resolution.  We did it, got the site  up and stable. Now I had the site up for a few years with no issue so all of this was quite unexpected.   I'm glad Michael stepped in and helped me get our issues resolved.  He is a rock star!",US
3285,www.godaddy.com,2022-11-21T02:12:31.000Z,5,Very helpful,"The GoDaddy staff, Charles, was helpful, and patient with me, the customer. I had a series of questions to Charles was able to respond to in a precise and clear manner.",US
3286,www.godaddy.com,2022-11-21T02:00:12.000Z,5,Manbir was exceptional in helping get…,"Manbir was exceptional in helping get Outlook back on my mobile after trying with others for months, faith restored in Godaddy, thank you Manbir",GB
3287,www.godaddy.com,2022-11-21T01:56:01.000Z,5,Email Support,Great fast service,CO
3288,www.godaddy.com,2022-11-21T01:51:26.000Z,5,I have been a client for over 10 years,"I have been a client for over 10 years. When I call for support, I always get through quickly, and the staff is very helpful and professional. I sometimes struggle with my website, but they always help and provide constructive suggestions. Support is always excellent!",CA
3289,www.godaddy.com,2022-11-21T00:07:55.000Z,5,Very difficult problems intermixed with…Microsoft,Very difficult problems intermixed with Microsoft which made things very difficult.,US
3290,www.godaddy.com,2022-11-20T23:41:42.000Z,5,Above and beyond,Godaddy customer service always goes above and beyond to help. Always friendly and do their best to understand the problem.,US
3291,www.godaddy.com,2022-11-21T13:05:54.000Z,1,Don't use their domain brokerage…,"Don't use their domain brokerage service. They charge you upfront knowing full well the domain won't be in your budget. They should at least give an estimate value before taking money.  UPDATE: Hi Anna, Let me know when you've sent me an email. Nothing received so far.",GB
3292,www.godaddy.com,2022-11-20T22:17:00.000Z,5,I am a developer and had no idea,"I am a developer and had no idea how to use my domain. After talking with the support staff, every question I had, and some I didn't know I had was answered. I understand now! Support staff is 5/5 stars",US
3293,www.godaddy.com,2022-11-20T21:44:48.000Z,5,Very helpful,"Very helpful. This is my first time using this site to sell my products and I was very confused but my experience today was everything I needed! So helpful, thank you!",US
3294,www.godaddy.com,2022-11-20T21:28:00.000Z,5,Thanks Shayla...assistance setting up my email…,"Needed assistance setting up my email account, Shayla was prompt on the call, she was patient, she was clear in her explanation and she stayed on the line correcting everything required for my account to be active.",US
3295,www.godaddy.com,2022-11-20T21:20:11.000Z,5,I have been using GoDaddy for over 10…,I have been using GoDaddy for over 10 years and they always take great care of me! Jill was very responsive and extremely knowledgeable in email support.,US
3296,www.godaddy.com,2022-11-20T20:48:06.000Z,5,Agent was very helpful and patient with…,Agent was very helpful and patient with my difficulties.,US
3297,www.godaddy.com,2022-11-20T20:31:56.000Z,1,"Being Overcharged, Double Charged, and Nothing is Getting Fixed","I need someone from an upper level of support/management to contact me and get my account fixed ASAP. The gentleman on the phone assured me I have 230g of available space for my account. You all just sent me a note that says my site is full. Can someone please explain to me this discrepancy? I’m getting really upset because I am overpaying several hundred dollars for services I am either not getting, or paying double for, and I can’t seem to get any of this resolved. Sure, everyone is friendly, but what good does that do if it takes them years to fix anything, and I can’t get my billing disputes fixed or refunded.",US
3298,www.godaddy.com,2022-11-20T20:20:28.000Z,5,Miranda was great,Miranda was great.  Took the time to answer all of my questions and walk me through what I needed.,US
3299,www.godaddy.com,2022-11-20T19:30:29.000Z,5,Thee best customer service ever,"Date of experience:   November 20, 2022",US
3300,www.godaddy.com,2022-11-20T19:05:18.000Z,5,Adam helped me get my Outlook sorted…,Adam helped me get my Outlook sorted out after I switched phones,CA
3301,www.godaddy.com,2022-11-20T18:54:18.000Z,5,Once again,"Once again, GoDaddy to the rescue. At almost 67, this stuff gets a little confusing, but your agent (I can't remember her name, but it was her birthday today!) came to the rescue, fixed my issue, and let me know what to do on my end. This was an email issue where they were bouncing due to no MessageID. It's fixed! Thank you GoDaddy. My calls to Care are ALWAYS one and done!",US
3302,www.godaddy.com,2022-11-20T18:40:17.000Z,5,I had high anxiety trying to resolve…,I had high anxiety trying to resolve the problem myself. Drew was fantastically even calling me back after power outage. Great service. I love godaddy,US
3303,www.godaddy.com,2022-11-20T18:34:38.000Z,5,They provided excellent customer…,They provided excellent customer service and support.,US
3304,www.godaddy.com,2022-11-20T18:02:55.000Z,5,Great customer service,"Great customer service. Walked me through my issue for instant resolve. HIGHLY RECOMMENDED!!  Get all you domain, website & email needs met here",US
3305,www.godaddy.com,2022-11-20T17:44:04.000Z,5,All My Website Needs Met,Go Daddy has done tremendously well for me. Their products and services are there to help my website be the best it can be. Thank-you Go Daddy. Doc Tint Beat the Heat Window Tinting ( Tallahassee Fl. ),US
3306,www.godaddy.com,2022-11-20T16:46:54.000Z,5,I felt how relaxed the representative…,I felt how relaxed the representative was which put me at ease. He was very patient with me and sincere.,CA
3307,www.godaddy.com,2022-11-20T09:45:17.000Z,5,Very Knowledgeable Customer Service Representatives,"The customer service reps here are simply amazing! I'm very non tech and every single time I chat, call, or text with any of the reps I am always pleasantly impressed with their professionalism, intelligence, and prompt response time and support resolution.",US
3308,www.godaddy.com,2022-11-20T05:00:29.000Z,5,Richard was EXTREMELY knowledgeable and…,"Richard was EXTREMELY knowledgeable and above all PATIENT to resolve my problems.  This was by far the BEST support call I have EVER experienced.  He MADE SURE the problem was resolved before hanging up and gave me tips on what to do for follow up.  Go Daddy is blessed to have him, he is a real asset to your support team.  Susan VanDyke",US
3309,www.godaddy.com,2022-11-20T04:35:42.000Z,5,Great Customer Service!!!,"Great Customer Service!!! The customer service representative was helpful, kind, friendly, and patient.  He walked me through the processes I needed to set up a secure domain so I could build my webpage.",US
3310,www.godaddy.com,2022-11-20T04:18:19.000Z,5,Domain Renewals & info on selling…,Renewing domains & info on selling domains.,US
3311,www.godaddy.com,2022-11-20T03:38:59.000Z,5,GoDaddy Customer Service A++,"Called Godaddy to consolidate our accounts. Customer Rep Samuel walked me through the process step by step. As always, another great experience with Godaddy customer service.",US
3312,www.godaddy.com,2022-11-20T02:46:36.000Z,5,Very knowledgeable,"Very knowledgeable, curteous and patient clerk from the client support line",CA
3313,www.godaddy.com,2022-11-20T01:48:00.000Z,5,What an excellent site,What an excellent site. If you want it it’s yours if available and if you don’t want it it’s easily given bavk. .  I would 100% recommend this website .the main reason being that Shaoib who is an excellent member of the team represents this company with impeccable politeness and professionalism and hopefully all the other workforce are as good as Jim,GB
3314,www.godaddy.com,2022-11-20T01:28:58.000Z,5,Adam was amazing,"The representative (Adam) who helped me was amazing. He was knowledgable, efficent, and patient. Could not ask for a better experience!",US
3315,www.godaddy.com,2022-11-20T01:13:03.000Z,5,I had an amazing experience with my…Mark at GoDaddy,I had an amazing experience with my GoDaddy rep Mark. He was patient and helpful. Godaddy makes it extremely easy to make changes to mistakes that you made when creating the account.,US
3316,www.godaddy.com,2022-11-20T00:40:50.000Z,5,I had the pleasure of talking to Go…,I had the pleasure of talking to Go Daddy representative Crismerry. She was so awesome and so extremely patient and helpful. One of the best customer service experiences I have ever had. Go Daddy rocks !! And a BIG thank you to Crismerry !     I really appreciate you !!,US
